timestamp,open,high,low,close,volume,macd,macd_signal,macd_histogram,bb_upper,bb_lower,bb_width,rsi,atr,stoch_k,stoch_d
2025-09-30 09:53:00,112763.5,112813.3,112720.0,112812.5,725.0235,,,,,,,,0.0,,
2025-09-30 09:54:00,112763.5,112847.0,112720.0,112786.0,722.6953,,,,,,,,0.0,,
2025-09-30 09:55:00,112786.1,112818.2,112691.5,112752.0,709.9228,,,,,,,,0.0,,
2025-09-30 09:56:00,112702.7,112781.3,112666.7,112755.3,1088.6221,,,,,,,,0.0,,
2025-09-30 09:57:00,112704.0,112797.7,112666.7,112708.7,881.2302,,,,,,,,0.0,,
2025-09-30 09:58:00,112708.7,112800.1,112669.9,112674.2,811.6575,,,,,,,,0.0,,
2025-09-30 09:59:00,112674.2,112755.3,112638.0,112739.4,840.8517,,,,,,,,0.0,,
2025-09-30 10:00:00,112739.8,112740.0,112624.0,112694.7,729.769,,,,,,,,0.0,,
2025-09-30 10:01:00,112695.5,112722.9,112611.0,112670.0,596.0966,,,,,,,,0.0,,
2025-09-30 10:02:00,112670.0,112681.4,112560.0,112627.7,1015.8434,,,,,,,,0.0,,
2025-09-30 10:03:00,112627.7,112718.4,112510.7,112679.0,3066.4036,,,,,,,,0.0,,
2025-09-30 10:04:00,112679.0,112750.0,112500.0,112735.6,5629.5314,,,,,,,,0.0,,
2025-09-30 10:05:00,112735.6,112771.1,112666.8,112755.3,889.4829,,,,,,,,0.0,,
2025-09-30 10:06:00,112755.3,112818.2,112666.7,112761.9,965.6227,,,,112828.6474680436,112621.68110338498,0.0018354281424719902,51.506034900532605,135.9214285714292,75.47550432276489,
2025-09-30 10:07:00,112808.9,112851.7,112727.3,112840.0,898.6953,,,,112838.677051472,112615.58009138516,0.001977108827426809,62.090725450416954,135.09846938775527,96.67330110890043,
2025-09-30 10:08:00,112840.0,112854.3,112738.0,112774.0,726.4459,,,,112835.99888821576,112616.5439689271,0.0019459708735050853,51.80095232787707,133.7557215743444,77.3355913068015,83.16146557948895
2025-09-30 10:09:00,112824.1,112932.8,112768.7,112883.0,1193.5198,17.81726691541553,,,112874.13159269525,112597.1255501619,0.002453921693553063,62.773325172991804,135.92317003332022,88.49353049907519,87.50080763825905
2025-09-30 10:10:00,112883.0,112933.4,112805.0,112880.0,623.465,26.46032865268353,,,112903.5228059787,112585.54862259272,0.0028169222482812544,62.35260230051158,135.3858007452255,87.67881864328683,84.50264681638784
2025-09-30 10:11:00,112880.0,112886.2,112776.8,112840.0,513.548,27.337992849992588,,,112919.30839141336,112588.52018001521,0.002931480072652843,56.87873416381965,133.52967212056612,78.44946931241452,84.87393948492551
2025-09-30 10:12:00,112840.0,112866.8,112763.0,112840.9,548.7044,27.36976086666982,,,112930.47800003154,112601.16485711133,0.002918384583251321,56.97026672260764,131.40612411195445,78.65712967235781,81.59513920935306
2025-09-30 10:13:00,112841.0,112842.0,112750.0,112819.2,577.9229,24.304816264193505,,,112937.79267480779,112605.25018233505,0.0029475700277323477,53.99426197852544,128.59140096110056,73.65020766036027,76.91893554837753
2025-09-30 10:14:00,112820.9,112826.0,112750.0,112819.2,620.4198,21.58572329794697,,,112942.137696821,112618.69087460755,0.002866948375927551,53.99426197852544,124.83487232102195,73.65020766036027,75.31918166435945
2025-09-30 10:15:00,112820.7,112866.8,112750.0,112866.8,596.5485,24.46176462256699,,,112948.72269145116,112640.22016569167,0.0027333327936956,59.39092224197188,124.26095286952058,84.63313336409963,77.31118289494005
2025-09-30 10:16:00,112866.8,112888.0,112750.0,112828.0,639.0368,21.535033572363318,,,112929.12747514187,112688.42966771527,0.0021333162639291087,53.846225494517824,125.24231337884054,75.68066451315283,77.98800184587091
2025-09-30 10:17:00,112828.0,112832.0,112750.0,112789.0,463.5782,14.646552017351496,21.033521047289728,-6.386969029938232,112911.65915152617,112721.61227704523,0.001684977032165665,48.90402976332835,122.15357670892335,66.68204891555234,75.66528226426827
2025-09-30 10:18:00,112779.0,112813.3,112738.0,112813.3,360.9664,12.222501756681595,19.2713171891681,-7.048815432486506,112904.8209470862,112739.5504814852,0.0014649909682723826,51.868328504156366,118.80689265828617,54.9681289838798,65.77694747086166
2025-09-30 10:19:00,112813.3,112904.8,112736.0,112837.8,1292.308,12.967047212092439,18.01046319375297,-5.04341598166053,112901.17456875397,112754.98257410318,0.0012955941594996018,54.72053583810944,122.37782889698022,64.15448068991664,61.93488619644959
2025-09-30 10:20:00,112880.0,112949.7,112812.5,112812.6,979.725,10.361620682204375,16.48069469144325,-6.119074009238876,112894.7958271203,112768.6041728797,0.0011185953895273763,51.349921439877015,123.43655540433858,38.3543165467649,52.492308740187106
